Gene Name	Reference	Strand	Start	End	Y-HSC_1	Y-HSC_2	A-HSC_1	A-HSC_2	Y-MPP1_1	Y-MPP1_2	A-MPP1_1	A-MPP1_2	Y-MPP2_1	Y-MPP2_2	A-MPP2_1	A-MPP2_2	Y-MPP3_1	Y-MPP3_2	A-MPP3_1	A-MPP3_2	Y-MPP4_1	Y-MPP4_2	A-MPP4_1	A-MPP4_2	
Zfp961	chr8	+	71951066	71970333	8.721633	7.720743	7.513968	6.943155	8.860001	8.428558	7.954531	8.256482	8.285792	8.425364	7.938477	7.618209	8.756006	7.179588	8.087994	7.608213	8.690909	8.158282	5.923503	7.116111	
Zfp960	chr17	+	17064103	17089631	3.798001	3.83431	5.011074	2.988048	3.98722	3.522143	2.537871	2.717002	2.462905	2.874886	1.680715	1.9535	2.853677	3.482125	1.963871	1.6942	3.27357	2.75634	1.763115	1.917885	
Zfp959	chr17	+	55892093	55898930	6.180831	4.961624	6.433781	4.133062	6.458059	5.832945	6.107378	5.419353	5.595483	5.526072	4.215866	6.617803	5.975292	5.326504	5.841941	5.681294	5.678312	6.177209	5.042997	4.83839	
Zfp958	chr8	+	4613170	4630231	4.123036	5.530831	6.48843	3.379017	4.999273	5.415811	3.870618	4.492638	4.889775	4.860474	3.481497	4.315211	4.898973	4.588447	4.890857	4.643569	4.275673	5.161158	4.106363	3.691155	
Zfp957	chr14	-	79212355	79247367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043197	0	0	0	0	
Zfp956	chr6	+	47953390	47965299	4.838692	6.083934	5.197662	5.24019	7.631763	6.161132	5.641967	5.707016	6.456123	6.428937	5.543602	6.414477	6.130377	6.242748	5.442748	6.402286	6.205359	7.135017	4.999779	5.352358	
Zfp955b	chr17	+	33289544	33304689	5.488058	4.812404	4.574988	3.910335	6.311573	5.711863	6.31528	5.439178	5.889336	6.197699	6.167409	5.992508	7.048919	6.581725	5.962238	6.744401	6.008068	6.857749	6.049388	6.00736	
Zfp955a	chr17	-	33239507	33255145	4.289261	3.440666	4.332997	3.379444	4.724949	3.907882	4.15238	4.501711	4.122551	3.914004	4.886489	4.791018	4.048028	4.521052	4.983981	4.377295	3.952487	4.018361	3.690715	4.38604	
Zfp954	chr7	-	7114683	7121476	11.706099	12.462423	12.269881	14.053443	9.599365	11.793725	11.317346	9.048103	9.800756	9.239258	10.007483	9.332963	9.676291	9.322995	9.116119	9.669982	8.574542	9.090576	8.928648	7.654723	
Zfp953	chr13	-	67339309	67360572	1.15503	1.203978	1.672253	0.780442	1.509474	1.569319	1.421058	1.62817	1.567519	1.280728	1.627874	1.831381	1.385635	1.144868	1.517336	1.369884	1.489596	1.279732	0.974874	1.343302	
Zfp952	chr17	+	32993139	33005457	4.46243	4.192451	4.957313	3.450209	3.239582	4.25644	3.673501	3.032121	3.51995	2.733566	3.622126	3.852213	4.567279	3.589932	3.85189	4.314388	3.715546	4.485343	3.329247	3.158115	
Zfp951	chr5	-	104813168	104860068	3.706033	4.230024	5.67585	4.225763	3.668505	3.506833	3.686117	4.330205	3.502009	3.204927	3.708218	3.333596	3.851418	4.541817	3.903056	4.36503	6.180683	5.169808	4.746746	5.282856	
Zfp950	chr19	-	61053840	61140840	3.536796	4.655987	4.476716	3.782984	4.901847	4.530997	3.702833	3.641233	3.679323	3.937374	2.514432	2.999861	4.232466	4.103572	2.549027	3.310735	4.861154	4.375685	2.483721	2.858865	
Zfp949	chr9	+	88548020	88571086	4.410697	3.483825	4.621853	4.203533	4.050596	3.434219	4.032649	3.581696	3.587083	3.316734	2.979796	3.027534	3.537633	3.333342	2.622001	3.104521	3.574142	3.502418	2.692319	2.632782	
Zfp948	chr17	+	21567046	21588682	0.434645	0.064469	0.491531	0.616424	0.517067	0.505483	0.775964	0.734139	0.515767	0.647102	0.51644	0.944353	0.226234	0.251294	0.210481	0.480461	0.100833	0.269054	0	0.154234	
Zfp947	chr17	-	22144359	22165977	1.238598	1.509079	1.666136	0.873967	1.605772	2.228078	2.380977	2.184184	1.813467	2.328293	2.222692	2.014595	2.180123	2.74191	2.391155	2.218178	2.019542	1.724001	1.863589	2.058715	
Zfp946	chr17	+	22424268	22456689	1.917888	2.417195	4.050185	2.038231	3.744262	3.388654	4.653046	5.298395	3.841861	2.627147	3.640292	4.574992	3.268635	4.360054	3.651696	5.045122	4.288654	4.613482	3.738952	3.923684	
Zfp945	chr17	-	22846697	22867134	3.722801	3.51994	3.754819	2.494071	3.165074	2.773946	2.97912	2.467695	2.048699	2.33576	1.772617	1.947016	2.093657	2.592813	2.23284	1.763338	2.247975	2.366899	1.725795	2.001911	
Zfp944	chr17	-	22337989	22361400	5.271482	3.906441	4.50531	3.505393	6.096154	6.775123	5.940262	6.633533	5.920893	5.312541	6.038786	5.940127	6.588944	6.585873	5.988456	7.129232	6.187136	5.869555	5.024668	5.796761	
Zfp943	chr17	+	21962559	21994366	6.791197	5.083812	6.941044	3.413761	6.722582	8.38353	6.26444	6.323165	6.583232	6.816318	5.797827	6.554956	6.468043	6.649028	6.051572	4.810886	6.059889	6.521151	4.319474	4.778518	
Zfp942	chr17	-	21926963	21962464	4.26521	4.162643	6.296708	3.115817	6.16876	7.104163	6.814531	6.318468	6.99554	5.59014	6.254363	5.85849	6.805014	6.891758	6.384585	6.434281	6.21451	6.876783	5.467449	5.63545	
Zfp941	chr7	-	140809677	140822178	2.725798	1.689984	2.046128	1.949877	1.973626	2.373814	2.079275	1.812907	1.505128	1.259794	1.330245	1.308448	1.341441	1.987547	1.034785	1.140006	1.341948	1.237437	0.856547	0.660184	
Zfp940	chr7	-	29843936	29853648	1.607585	2.502235	2.360417	1.869651	3.186596	2.71476	2.973038	2.343947	2.956089	2.363255	2.216928	3.016028	2.933037	2.927576	2.949313	2.979247	3.145401	2.777331	2.038683	3.51178	
Zfp94	chr7	-	24301704	24316666	5.863489	4.828625	4.904622	5.184623	4.237018	4.698176	4.378692	3.705266	4.407149	4.196666	2.852369	3.177843	4.613182	4.786677	2.84374	3.041885	4.035814	3.851614	2.980136	3.177619	
Zfp939	chr7	+	39449518	39477416	2.024222	1.806264	2.865603	1.545279	1.978522	1.606024	1.555897	1.168084	1.159694	1.172474	1.354841	1.195168	1.240113	1.063126	1.087269	1.081088	1.330433	1.11708	1.216218	0.809183	
Zfp938	chr10	-	82224856	82241275	2.950801	1.79205	3.599051	2.333692	3.376381	2.987387	2.926518	3.42234	3.076626	2.801465	3.374268	3.283624	3.499329	3.28511	3.097324	2.88699	2.509478	3.477874	1.768555	2.170315	
Zfp937	chr2	+	150218099	150244874	1.283304	1.183179	1.977617	0.996935	1.279832	0.982119	1.22963	1.147157	1.018273	1.079672	1.04903	0.954019	1.162162	1.248531	0.97949	0.81974	1.419346	1.383484	0.691882	0.829992	
Zfp936	chr7	+	43177588	43192109	0.099343	0.06209	0.092079	0.096904	0.110536	0.129745	0	0.10247	0	0	0.05106	0	0	0.07015	0.057288	0	0.098519	0.034823	0	0.068274	
Zfp935	chr13	-	62453016	62466812	6.135781	5.282629	5.276945	4.912883	5.250747	5.738253	4.173621	4.799435	5.107075	5.370019	4.726673	4.876206	6.135683	5.998991	4.249722	4.794793	5.619663	5.909589	3.924589	4.705485	
Zfp934	chr13	-	62516797	62558599	2.898579	3.050748	4.066913	2.512772	6.252045	5.897029	7.074817	6.807451	8.108191	6.926578	7.914502	7.417124	6.501838	6.349627	7.561681	7.619453	8.169064	7.287303	6.602427	6.46571	
Zfp933	chr4	-	147822986	147848375	0.922569	1.021501	1.478747	0.881147	1.265087	1.376811	1.396072	1.224904	1.036319	1.110991	1.07926	1.013656	1.741556	0.990839	1.176836	0.821312	0.867998	1.300568	0.748823	0.620728	
Zfp932	chr5	+	109996527	110010411	13.721499	10.327423	14.196485	10.459517	13.825417	12.444387	15.218432	14.528671	14.164479	12.133698	13.483686	14.160488	14.087943	14.450718	14.551024	15.516084	13.658319	14.083565	11.897966	13.307676	
Zfp931	chr2	-	178066878	178078425	1.425378	1.661635	1.468097	1.010028	2.031471	2.044672	2.608961	1.778344	1.476816	1.689179	1.775361	1.761769	1.812963	1.783162	1.727641	1.249712	1.858527	1.552397	1.229529	1.238864	
Zfp930	chr8	+	69209046	69230539	4.600788	4.896605	5.432017	3.312839	4.739224	5.05506	4.881611	4.502977	4.032932	4.229815	3.833418	5.313675	3.721734	4.599417	4.082305	3.742324	3.329574	4.234599	2.985965	2.494839	
Zfp93	chr7	+	24270418	24277794	3.51167	3.541967	2.847844	3.00268	3.233683	3.531942	3.343226	3.036631	2.796345	2.723641	2.330588	2.113763	2.887706	3.239867	1.72447	1.836117	2.109337	1.880301	1.636639	1.641091	
Zfp92	chrX	+	73411103	73426987	1.214869	1.281557	1.13357	0.940864	0.591217	0.592566	0.509857	0.615891	0.277182	0.459353	0.311056	0.205812	0.255492	0.249737	0.380322	0.196368	0.182198	0.264994	0.020441	0.119438	
Zfp91Cntf	chr19	-	12763528	12796123	0.072236	0	0	0.120648	0.053999	0.035825	0	0	0.115071	0	0.034623	0.034076	0.058171	0	0	0	0.140858	0.081061	0.071551	0	
Zfp91	chr19	-	12766939	12796123	9.724904	10.356456	10.912738	9.448037	13.05244	13.742031	13.406976	12.306551	14.313136	14.056976	14.192478	14.056687	13.880593	13.026014	12.908729	11.365411	14.411715	12.412727	12.647552	13.229444	
Zfp90	chr8	+	106415339	106425889	5.43497	5.381901	5.005227	4.933974	6.641106	5.891036	6.28989	6.009568	5.557603	4.694094	4.781846	4.864341	5.820223	6.625279	6.060846	5.509775	6.471322	5.410488	6.055172	5.830421	
Zfp9	chr6	-	118461950	118479273	0.458558	0.840069	0.843503	0.485188	0.576647	0.482122	0.475903	0.399574	0.468497	0.391665	0	0.270706	0.461123	0.353407	0	0	0.287277	0.342635	0	0.251604	
Zfp882	chr8	+	71908606	71918851	1.179793	1.280118	0.926488	0.570865	1.615877	1.216553	1.217205	1.068648	1.23166	0.910445	0.973607	1.055541	1.515765	1.306084	0.866892	1.071903	1.281181	1.132719	0.823177	0.804486	
Zfp879	chr11	-	50832031	50841552	1.199203	1.518064	0.8113	1.359498	1.248107	1.355498	1.288805	0.781266	0.820208	0.671852	0.602389	0.713906	0.658087	0.676419	0.679874	0.468045	0.679002	0.632052	0.487216	0.306929	
Zfp874b	chr13	-	67471513	67484253	3.844537	3.781978	3.93223	2.76624	3.092177	2.985167	3.007835	2.866627	2.829158	2.545863	2.660115	2.583142	3.713265	2.810171	3.184018	3.03255	3.446373	2.908063	2.711782	1.987761	
Zfp874a	chr13	-	67440431	67451624	9.119565	7.700386	10.080556	5.647753	7.074389	7.674295	5.340605	7.187988	7.090139	7.002801	6.347223	6.033664	7.573799	7.184758	6.8496	6.162077	6.473595	7.121307	4.597294	4.997107	
Zfp873	chr10	+	82048127	82061586	3.956838	3.938553	4.3519	2.826852	6.020434	5.18405	4.167975	3.955224	4.298432	4.103019	3.499024	3.748802	4.930556	5.173587	3.525688	5.115035	5.313187	6.558799	3.251977	4.626594	
Zfp872	chr9	+	22188166	22202123	0	0	0.027742	0	0.002237	0.019843	0	0	0.028731	0.00169	0	0	0	0.001837	0.006156	0	0	0.02146	0	0	
Zfp871	chr17	-	32765497	32788287	5.124017	4.443809	4.557605	3.172281	5.920794	5.679845	4.491962	4.508468	5.398156	5.463179	4.316308	4.5412	5.27449	4.58551	4.515856	4.207203	4.812669	3.951783	4.299826	3.437379	
Zfp870	chr17	-	32879221	32891603	4.0496	3.445889	3.476146	2.610268	2.718359	2.916814	2.271526	2.478686	2.324626	2.243902	1.688489	2.152928	2.490561	2.319336	1.713343	1.750201	1.918491	1.810923	1.132044	1.436463	
Zfp87	chr13	-	67515782	67526231	13.587945	11.515726	11.849254	11.438598	10.718134	11.217896	10.594128	8.76785	9.458977	8.974377	8.633456	8.177903	10.955342	10.273764	9.214223	8.041461	9.764405	10.003015	6.85369	7.295002	
Zfp869	chr8	-	69705137	69716902	30.649269	28.074863	25.686319	19.749418	26.382036	25.462658	21.509897	19.79475	21.739666	21.839512	18.735956	19.223232	22.60548	22.48048	18.514265	20.550325	23.989838	23.541294	17.349642	16.131453	
Zfp868	chr8	-	69610654	69625548	11.547014	13.096165	8.335849	9.351957	11.050288	11.981956	9.415581	8.954848	9.104042	9.55818	9.490666	9.515872	9.433901	9.639572	8.955631	10.416807	11.738334	12.138085	8.469478	8.293107	
Zfp867	chr11	-	59461197	59472474	3.611499	4.258436	3.742207	2.715018	4.244976	3.63224	3.115344	2.873729	2.448886	2.357417	2.395983	2.272381	2.760406	3.18686	2.72348	2.442044	2.359233	2.736701	1.446858	1.274555	
Zfp866	chr8	-	69761324	69774911	3.81851	3.857419	3.663831	3.299147	3.50007	3.897701	3.349942	3.082543	2.688987	2.563602	2.535781	2.435799	3.850262	3.435145	3.051574	2.328017	3.161996	3.085879	2.498044	1.929201	
Zfp865	chr7	+	5020376	5033223	2.837893	2.869242	2.597359	3.110294	2.705646	2.539386	2.32763	1.816459	1.86698	1.983367	1.955547	1.85945	2.24836	1.738663	2.038301	1.275293	2.034663	2.182373	2.131966	1.978103	
Zfp862-ps	chr6	+	48504339	48534832	1.10551	1.386704	1.302837	1.023903	1.537311	0.992765	1.045887	0.968324	0.978888	0.863413	0.731215	0.840951	0.968112	0.913883	0.423941	0.585627	1.075208	0.882667	0.579134	0.647189	
Zfp85os	chr13	+	67729262	67756838	0.727802	0.51433	0.669612	0.488498	0.204995	0.525146	0.461985	0.422314	0.197404	0.227031	0.314953	0.184947	0.383537	0.270051	0.375941	0.382018	0.541327	0.30581	0.342932	0.354186	
Zfp850	chr7	-	27984471	28014115	1.794423	1.49935	1.678585	0.813791	2.180906	1.812493	1.92732	1.852232	2.528527	1.836809	2.135061	2.390885	1.726415	1.729891	2.312927	1.475291	1.886307	1.897098	1.71745	1.717673	
Zfp85	chr13	-	67747800	67755134	2.462404	2.014193	2.533806	1.697644	2.12326	2.597375	1.823599	1.670051	1.394718	1.488291	1.780467	1.101274	1.726207	1.843863	2.03271	1.386309	1.239663	1.618102	1.302502	1.126529	
Zfp846	chr9	+	20581328	20595193	2.176626	1.863665	1.146159	2.518309	2.185793	2.046683	2.017062	1.68066	1.528019	2.352821	2.171186	2.0589	2.047642	2.198223	2.080986	1.794734	2.243192	2.328728	2.031836	1.620045	
Zfp84	chr7	+	29768552	29781419	8.668138	7.006782	6.795306	5.223854	6.680098	7.301919	7.55956	6.740547	6.683218	7.021101	6.422665	6.133845	6.945545	6.45601	5.649633	5.795012	6.639456	5.794511	5.287665	5.370901	
Zfp839	chr12	+	110850279	110869998	7.603047	6.566981	6.8259	5.826794	8.788212	8.14777	6.760074	5.471177	6.227886	7.370601	5.476156	5.812386	8.295765	8.97023	5.959943	5.430632	10.400568	7.677744	7.335007	7.34389	
Zfp831	chr2	+	174643534	174710830	2.193437	1.6451	2.082913	1.486046	2.08963	1.773349	1.068006	1.005572	1.753686	1.312699	0.798019	0.79058	2.038623	1.588983	0.709219	0.836263	2.396883	1.893004	1.042728	0.883734	
Zfp830	chr11	+	82764345	82767622	10.132318	11.300058	8.740678	7.933774	9.112978	9.805662	7.096578	7.720628	9.309808	8.525408	7.19409	7.646258	9.003612	9.447702	6.938525	8.07637	8.820927	10.190256	6.996283	6.267872	
Zfp827	chr8	+	79028437	79193766	1.476517	1.435408	1.796947	1.450467	1.128164	1.042095	0.884046	1.069507	0.825929	0.974268	0.473391	0.360482	0.635992	0.643261	0.409479	0.335778	0.698052	0.358974	0.463333	0.525421	
Zfp825	chr13	-	74480057	74493950	14.794057	12.502803	12.25805	10.921071	11.098508	13.69747	11.337465	11.419139	12.533728	10.974681	12.223851	12.694451	14.155063	13.989662	10.876869	13.513842	12.408411	14.915016	10.912739	11.813084	
Zfp821	chr8	+	109705546	109724932	5.303562	4.459602	3.724482	4.558304	6.065259	5.577478	4.906106	4.748732	5.709882	4.472659	4.464301	4.590416	4.747869	5.289032	4.581875	4.643509	6.36306	6.281724	4.547663	4.913639	
Zfp820	chr17	-	21816876	21845759	2.880828	2.95364	3.769269	1.784841	4.082106	3.571681	3.696538	3.545058	3.728107	3.977979	3.188093	3.684248	3.556956	3.324754	2.879456	3.35051	3.097083	3.353295	2.255082	2.510749	
Zfp82	chr7	-	30056034	30072823	2.785419	1.710049	3.092443	1.672213	1.645781	2.447086	2.009151	2.141258	1.676811	1.573253	1.546117	2.47327	1.680458	2.293348	1.107873	1.779499	2.305508	2.009002	1.704947	1.710921	
Zfp819	chr7	+	43607169	43618279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Zfp811	chr17	-	32795676	32809931	0	0	0	0	0	0	0	0	0	0.033766	0	0	0	0	0	0	0	0	0	0	
Zfp810	chr9	-	22276748	22307638	2.613922	2.395739	2.34461	2.78414	3.057644	3.41052	3.036327	2.943759	4.020429	3.628371	3.532248	3.438509	4.16151	3.66883	3.306495	3.523187	4.376924	4.141241	3.994646	3.605312	
Zfp81	chr17	-	33333728	33358878	5.937996	4.829896	7.11754	3.895862	7.034616	6.770795	5.67519	5.722943	7.163873	6.758412	5.787987	5.459819	6.537222	6.370162	4.742373	5.842371	8.236382	7.720007	6.413079	5.611178	
Zfp809	chr9	+	22225703	22243354	7.709155	9.340865	10.676059	7.751758	9.859379	8.79637	8.956229	8.439305	8.944189	8.125251	5.921585	7.498154	6.529769	9.612445	8.203063	4.300859	9.586429	6.662982	4.981158	6.20823	
Zfp808	chr13	+	62129890	62173936	4.163109	4.1165	5.826426	2.277112	7.539149	7.852521	8.644546	9.17915	10.15926	8.690732	9.393269	9.587686	7.508357	7.986819	9.397502	9.482914	9.3771	9.605022	7.90693	8.392017	
Zfp804b	chr5	-	6769030	7344378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Zfp804a	chr2	+	82053658	82259878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Zfp800	chr6	-	28239931	28261601	13.440098	10.371047	10.350205	10.128937	14.299102	13.448103	11.536171	11.346822	13.188137	13.233395	10.580734	10.890225	13.871155	12.415782	11.914501	10.875843	14.870122	13.691724	10.900081	11.30411	
Zfp799	chr17	-	32815453	32830261	4.237869	4.277334	4.290332	3.363291	3.765773	3.458188	3.491772	3.119343	2.988438	3.493902	2.769198	2.778474	3.565421	3.511394	2.862676	2.467598	3.514694	3.114002	2.454582	2.305861	
Zfp791	chr8	-	85109167	85123095	0.060505	0	0	0	0	0	0	0	0	0	0	0.046126	0	0	0	0	0	0	0	0	
Zfp790	chr7	+	29816072	29832042	6.704556	6.277907	7.794793	5.37371	7.154531	7.155479	5.378531	6.30845	5.850668	6.711706	5.048503	5.750207	6.07414	6.520515	6.000033	5.268314	6.932662	6.555907	5.347547	5.717771	
Zfp788	chr7	+	41633531	41651532	2.947031	2.723906	3.580192	2.794584	3.407506	3.250565	2.709793	3.327255	2.764049	2.06799	2.829896	2.447311	2.89828	2.776984	2.69647	2.109298	3.021475	2.288157	1.794243	2.285496	
Zfp787	chr7	-	6131489	6155971	29.484901	30.917376	26.156487	32.822254	24.169136	25.241749	22.077875	22.916348	21.970327	22.907883	20.738174	20.294735	23.308546	22.132257	21.691545	22.830782	21.509449	23.303946	19.820744	21.300867	
Zfp786	chr6	-	47819266	47830505	0.563183	0.29591	0.451221	0.791835	0.737518	0.913526	0.517697	0.346594	0.135277	0.19094	0.276552	0.285168	0.679926	0.482657	0.637625	0.462063	0.796052	0.575015	0.657716	0.46521	
Zfp784	chr7	-	5034446	5038446	9.889143	9.324845	6.699664	5.828083	6.584417	7.492478	3.988376	3.934453	3.92874	3.385026	3.040303	2.996831	4.750512	5.2225	2.750921	2.879485	4.64628	5.388656	2.833577	2.160223	
Zfp783	chr6	+	47943175	47954549	4.668598	3.834587	2.959516	3.851652	3.691392	3.783819	3.511122	4.019064	3.294863	3.62331	3.621857	3.565693	4.050819	4.80785	4.014312	4.58958	3.878635	3.976647	4.003506	3.472562	
Zfp781	chr10	-	81742821	81771142	0	0	0.165194	0.100756	0.476373	0	0	0	0.541068	0.494376	0	0.085957	0.469623	0.32093	0	0	0.664265	0	0	0.09157	
Zfp780b	chr7	-	27959800	27979157	1.245775	2.41077	1.79117	1.398351	1.682195	1.615838	1.496737	1.664147	1.538889	1.458417	1.338333	1.582889	1.619077	1.739758	1.439394	1.135724	1.420422	1.538004	1.283574	1.269718	
Zfp78	chr7	+	6363308	6382605	0.263078	0.270833	0.319174	0.524708	0.492484	0.457423	0.353465	0.355435	0.329082	0.285132	0.319723	0.545532	0.471199	0.535714	0.469104	0.37577	0.505091	0.336926	0.259719	0.307111	
Zfp777	chr6	-	48024188	48048114	17.42429	15.726643	12.769226	16.888296	15.523659	15.699002	13.822455	14.673838	15.374121	12.39088	10.770967	13.76576	16.1084	8.565109	16.26326	8.473602	20.387417	8.566148	15.282323	8.55216	
Zfp775	chr6	+	48613180	48623227	3.989615	5.338247	3.784578	3.175429	4.744815	4.445086	3.54461	3.228631	4.443318	4.086996	3.312203	3.345989	4.345667	4.916018	3.614893	3.128746	5.297999	5.321182	4.231184	4.302422	
Zfp773	chr7	-	7130678	7136755	2.775676	2.601328	3.242624	3.648764	2.995407	2.653617	2.563762	3.097316	1.834426	2.321385	2.06937	2.436069	2.505494	2.953104	2.114193	2.179936	2.250733	2.099876	2.15609	2.005093	
Zfp772	chr7	-	7202122	7209998	3.951163	4.445532	4.883721	3.849071	3.810551	4.064732	4.282552	4.608862	4.509923	3.576373	4.112278	3.53894	3.677705	3.34074	4.426978	3.428485	3.977716	3.77568	3.942657	3.261504	
Zfp771	chr7	+	127244526	127254801	37.072914	34.764702	34.724731	40.672173	32.712582	32.511475	31.267927	31.016022	32.068771	30.074783	29.075144	31.532764	32.020298	32.145088	29.681952	34.007019	26.719166	31.147789	32.865639	30.557945	
Zfp770	chr2	-	114193461	114201432	1.108782	1.125424	0.992612	0.802952	1.482273	1.171129	0.487038	0.822818	0.851791	0.788189	0.747206	0.769795	1.061218	1.117534	0.730662	0.682955	0.990821	0.670527	0.5789	0.483215	
Zfp768	chr7	-	127342795	127345314	18.077148	20.361336	13.140891	17.159761	16.31983	17.128368	12.511691	12.10191	14.589424	11.987273	10.886894	10.761702	13.963934	13.093824	10.536249	10.308743	13.01979	13.259742	9.459643	9.117046	
Zfp764	chr7	-	127403668	127406822	7.841043	6.565897	6.623799	6.385033	5.725636	8.901395	6.369154	6.384199	5.700396	5.978518	6.806768	5.68064	6.663186	6.13701	7.635325	6.898931	5.496398	6.711627	6.705672	6.460917	
Zfp763	chr17	-	33016864	33033381	6.711987	4.582849	5.180582	3.938895	5.177868	6.472478	5.032909	4.779743	4.239337	4.159644	4.721591	4.575359	4.338917	4.149765	4.522319	3.895742	4.548263	5.716286	3.367826	3.532139	
Zfp760	chr17	+	21707741	21725636	3.267894	3.161695	3.727151	1.931126	4.318805	4.1841	4.321821	4.336669	3.77966	3.904758	3.657388	3.824029	5.159195	4.931139	4.404505	4.823903	3.826448	4.183437	4.172226	4.235256	
Zfp759	chr13	+	67128228	67141787	1.43395	0.97796	1.269997	1.343035	1.646535	1.636229	0.942644	1.4085	0.915899	1.120396	1.045585	0.977472	1.409203	1.340081	1.322598	1.262741	1.457832	1.495905	0.894368	1.199632	
Zfp758	chr17	+	22361453	22377281	4.897042	3.858424	7.454148	3.207092	5.555686	5.565977	5.101561	5.604146	4.931566	5.534342	4.808596	5.310649	5.888649	5.894663	4.72837	4.846534	5.503996	5.06988	4.435521	4.243781	
Zfp750	chr11	-	121510976	121519342	0	0	0	0.150953	0	0	0	0	0.039336	0.051236	0	0.049752	0.090584	0	0.050566	0	0.064598	0	0	0	
Zfp748	chr13	-	67538641	67553152	4.433153	6.234485	5.273824	3.835811	5.896454	6.019386	5.210899	5.728237	5.358917	5.494455	4.248267	4.407102	5.090428	5.528211	5.392157	4.94123	4.869784	5.764858	4.167059	4.134819	
Zfp747	chr7	-	127372537	127376050	5.134947	5.642897	4.751809	6.121628	4.743634	4.934871	4.971282	4.36376	3.652562	4.375993	3.858276	3.907119	5.158751	4.805621	4.983287	4.332312	3.461603	4.212266	4.12629	3.64239	
Zfp746	chr6	-	48062395	48086593	27.236095	26.198423	21.160074	22.521589	26.039738	25.367884	23.209873	21.661444	24.48167	23.118412	21.57239	19.678301	23.681911	25.840437	19.847294	18.576178	27.085119	25.131285	22.874594	20.687624	
Zfp740	chr15	+	102203645	102215610	33.441116	30.941429	25.874187	27.346184	36.1427	34.628296	32.493954	31.262175	34.484837	32.896885	30.484739	30.236338	34.36895	33.365692	30.369926	30.963194	41.165916	35.192966	34.201832	31.021212	
